date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:43:32	125470/125470	---M--	200	added ('OK')	image/jpeg	etag:W/%221ea1e-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/images/promo-bg.jpg	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/images/promo-bg.jpg	(from https://donate.thedigital.gov.ua/nft)
17:43:33	19849/19849	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224d89-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/images/Collections/logo-1.svg	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/images/Collections/logo-1.svg	(from https://donate.thedigital.gov.ua/nft)
17:43:33	27517/27517	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226b7d-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/images/Collections/logo-2.svg	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/images/Collections/logo-2.svg	(from https://donate.thedigital.gov.ua/nft)
17:43:33	93473/93473	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2216d21-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/images/Collections/logo-3.svg	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/images/Collections/logo-3.svg	(from https://donate.thedigital.gov.ua/nft)
17:43:33	10034/10034	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222732-18048cbc720%22	https://donate.thedigital.gov.ua/nft/images/Collections/logo-4.svg	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/images/Collections/logo-4.svg	(from https://donate.thedigital.gov.ua/nft)
17:43:33	2205/2205	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2289d-18048cbc720%22	https://donate.thedigital.gov.ua/nft/images/Collections/logo-5.svg	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/images/Collections/logo-5.svg	(from https://donate.thedigital.gov.ua/nft)
17:43:34	12446/12446	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22309e-180a2941f50%22	https://donate.thedigital.gov.ua/nft/images/Collections/logo-8.svg	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/images/Collections/logo-8.svg	(from https://donate.thedigital.gov.ua/nft)
17:43:34	27913/27913	---M--	200	added ('OK')	image/jpeg	etag:W/%226d09-180a2941f50%22	https://donate.thedigital.gov.ua/nft/images/Collections/logo-9.jpg	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/images/Collections/logo-9.jpg	(from https://donate.thedigital.gov.ua/nft)
17:43:34	15968/15968	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223e60-18048cbc720%22	https://donate.thedigital.gov.ua/nft/images/Collections/logo-6.svg	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/images/Collections/logo-6.svg	(from https://donate.thedigital.gov.ua/nft)
17:43:35	17384/17384	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2243e8-18048cbc720%22	https://donate.thedigital.gov.ua/nft/images/Collections/logo-7.svg	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/images/Collections/logo-7.svg	(from https://donate.thedigital.gov.ua/nft)
17:43:35	28772/28772	---M--	200	added ('OK')	font/woff2	etag:W/%227064-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Light.woff2	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Light.woff2	(from https://donate.thedigital.gov.ua/nft/_next/static/css/dcac5aca2903f13a.css)
17:43:35	42716/42716	---M--	200	added ('OK')	font/woff	etag:W/%22a6dc-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Light.woff	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Light.woff	(from https://donate.thedigital.gov.ua/nft/_next/static/css/dcac5aca2903f13a.css)
17:43:35	28668/28668	---M--	200	added ('OK')	font/woff2	etag:W/%226ffc-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Bold.woff2	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Bold.woff2	(from https://donate.thedigital.gov.ua/nft/_next/static/css/dcac5aca2903f13a.css)
17:43:35	42548/42548	---M--	200	added ('OK')	font/woff	etag:W/%22a634-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Bold.woff	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Bold.woff	(from https://donate.thedigital.gov.ua/nft/_next/static/css/dcac5aca2903f13a.css)
17:43:36	29636/29636	---M--	200	added ('OK')	font/woff2	etag:W/%2273c4-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Regular.woff2	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Regular.woff2	(from https://donate.thedigital.gov.ua/nft/_next/static/css/dcac5aca2903f13a.css)
17:43:36	43836/43836	---M--	200	added ('OK')	font/woff	etag:W/%22ab3c-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Regular.woff	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Regular.woff	(from https://donate.thedigital.gov.ua/nft/_next/static/css/dcac5aca2903f13a.css)
17:43:36	29548/29548	---M--	200	added ('OK')	font/woff2	etag:W/%22736c-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Thin.woff2	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Thin.woff2	(from https://donate.thedigital.gov.ua/nft/_next/static/css/dcac5aca2903f13a.css)
17:43:37	43648/43648	---M--	200	added ('OK')	font/woff	etag:W/%22aa80-18028fdeea0%22	https://donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Thin.woff	C:/My%20Web%20Sites/https___donate.thedigital.gov.ua_/donate.thedigital.gov.ua/nft/fonts/e-Ukraine-Thin.woff	(from https://donate.thedigital.gov.ua/nft/_next/static/css/dcac5aca2903f13a.css)
